Trial,ParticipantID,Saccade,Direction,Amplitude,Duration,PeakVelocity,MeanVelocity,Blink,StartTime,EndTime,StartX,StartY,EndX,EndY,Year,Task,ParticipantGender,SearchOrder,Item
4,2019-3_1_f11,10,UP,14.81,60,467.6,246.84,FALSE,2600,2656,97.3,841.9,138.1,228.9,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_2_f,5,DOWN,1.94,24,120.75,80.75,FALSE,2292,2312,841.6,526.8,786.8,588.7,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_2_f,6,.,0.21,8,34.65,26.41,FALSE,2580,2584,778.8,564.9,768.8,563.5,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_2_f,7,LEFT,0.83,16,62.18,52.02,FALSE,3256,3268,737.4,576.8,697.6,580.7,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_1_f11,14,RIGHT,19.51,88,501.8,221.76,FALSE,3404,3488,58.4,55.5,982.6,239.7,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,15,RIGHT,1.68,24,138,69.81,FALSE,3716,3736,969.4,244.9,1046.2,230.6,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,16,RIGHT,1.58,24,145.9,65.81,FALSE,3932,3952,1042.1,234.7,1116.6,232.4,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-5_1_f21,16,RIGHT,2.6,24,192.8,108.15,FALSE,3856,3876,1542.7,-1,1637.1,69.1,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-3_1_f1,26,RIGHT,16.67,82,508.26,203.33,FALSE,6293,6374,474.6,998.1,1459.1,966.3,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-3_1_f1,27,UP,8.07,66,505.23,122.31,FALSE,6534,6599,1444.4,958.7,1711.6,665.6,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-3_1_f1,28,UP,1.33,40,112.94,33.19,FALSE,6789,6828,1704.3,668.3,1666.6,619.3,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,13,DOWN,5.96,29,378.99,205.44,FALSE,3919,3947,1648.2,43,1652,280.1,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_2_f,15,UP,5.09,56,241.77,90.82,FALSE,6736,6788,686.3,608.3,818.4,440,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-2_2_f22,33,LEFT,2.09,20,178.1,104.38,FALSE,7364,7380,246.3,809.8,159.2,757,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,34,UP,0.85,188,1005.4,4.52,TRUE,7456,7640,148.5,761,153.4,725.1,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,35,UP,1.62,28,175.8,57.83,FALSE,7828,7852,152.3,733,153.6,665,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-6_3_m2,30,UP,1.53,21,80.74,72.86,FALSE,11464,11484,256.8,749.9,247.1,684.5,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,31,UP,1.67,23,81.64,72.54,FALSE,12633,12655,243.6,669.2,272.5,602.1,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,32,UP,0.96,15,64.35,63.72,FALSE,12824,12838,270.6,592.6,269.6,552.8,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,33,RIGHT,1.26,18,82.22,69.89,FALSE,13080,13097,269.6,554.6,320.4,517.9,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,34,LEFT,0.68,12,52.84,56.68,FALSE,13240,13251,317.2,501.2,278.7,503.8,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2019-2_2_f22,40,UP,0.51,12,63.5,42.4,FALSE,10772,10780,142.5,472.2,132.8,453.3,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-6_3_m2,36,UP,2.32,27,106.19,86.02,FALSE,14379,14405,334.2,472.4,324.8,378.7,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-1_1_f1,14,RIGHT,8.63,45,330.5,191.76,FALSE,3236,3280,1269.1,954.8,1764,859.9,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-1_1_f1,15,UP,2.74,25,148.67,109.66,FALSE,3510,3534,1742.8,841,1731.1,721.1,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,27,LEFT,13.06,63,376.44,207.34,FALSE,8512,8574,1711.1,406.5,988.1,469.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,28,LEFT,10.3,51,363.55,201.94,FALSE,8812,8862,960.1,458.9,394.4,500.1,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,29,RIGHT,3.89,27,238.84,144.1,FALSE,9197,9223,377.5,492.2,594.2,490.6,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,30,DOWN,5.86,54,213.76,108.49,FALSE,9642,9695,598.9,479.7,434.8,689.2,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-5_1_m2,35,DOWN,0.77,13,58.32,59.6,FALSE,12802,12814,1641,596.1,1640.5,628.6,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,36,LEFT,0.77,12,59.07,63.81,FALSE,13127,13138,1644.9,645.8,1603.2,635.3,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2019-2_2_f22,52,UP,0.78,24,97,32.44,FALSE,13920,13940,190.4,789.1,207.4,759,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-5_1_m2,38,LEFT,6.25,379,267.03,16.49,TRUE,13892,14270,1820.5,358.5,1547,523.5,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,39,LEFT,0.74,16,59,46.07,FALSE,14449,14464,1525.6,528.9,1493.9,548.4,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,40,DOWN,3.04,32,147.41,95.06,FALSE,14839,14870,1493.4,549.2,1485.3,675.6,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,41,RIGHT,1.56,20,98.59,77.9,FALSE,15337,15356,1484.2,690.4,1572.9,697.9,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,42,LEFT,3.37,26,199.86,129.47,FALSE,15747,15772,1576.1,696.8,1409.5,769.5,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2019-3_2_f,1,LEFT,1.67,24,84.97,69.63,FALSE,580,600,775.9,557.9,714.3,515.8,2019,SocialEngagement,Female,NA,droplets.jpg
4,2018-2_2_f2,4,DOWN,11.62,48,470.32,242.09,FALSE,907,954,1154.3,593.4,1354.4,1081.1,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2019-3_2_f,3,UP,0.54,12,53.63,44.6,FALSE,1420,1428,836.4,440.8,838.7,420.2,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_2_f,4,DOWN,4.55,32,281.6,142.28,FALSE,1804,1832,827.3,392.3,835.1,570.2,2019,SocialEngagement,Female,NA,droplets.jpg
4,2018-2_2_f2,7,LEFT,20.12,121,532.12,166.3,TRUE,1574,1694,1503.7,300.6,386.9,305.5,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,8,DOWN,1.73,242,193.54,7.15,TRUE,1866,2107,338.3,312.9,325.5,381.6,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,9,.,0.46,56,123.25,8.27,TRUE,2351,2406,291.5,360.5,268.1,352.2,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2019-3_2_f,8,UP,4.66,48,195.4,97.17,FALSE,3468,3512,694.1,579.9,806.9,422.2,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_2_f,9,DOWN,4.55,48,292.89,94.72,FALSE,4776,4820,805.7,409.3,726.8,575.1,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_2_f,10,.,0.46,12,44.64,38.04,FALSE,5000,5008,711.5,589.8,689.5,590,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_1_f11,17,RIGHT,7.37,44,318.7,167.57,FALSE,4056,4096,1108.8,233.3,1461.7,195.4,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2018-5_1_m2,54,UP,3.98,34,193.93,116.95,FALSE,20657,20690,1069.9,1068.7,1133.1,894.9,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,55,DOWN,1.42,20,97.34,71.11,FALSE,21038,21057,1125.9,901.4,1069.7,947.3,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2019-3_2_f,13,RIGHT,4.24,32,230.07,132.39,FALSE,6368,6396,493.4,528.9,662.1,625.4,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_2_f,14,.,0.43,12,46.98,36.1,FALSE,6600,6608,658.5,612,677.8,618.8,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-3_1_f11,21,LEFT,6.61,36,350.1,183.6,FALSE,5320,5352,1628.4,655.6,1292.1,683.8,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,22,DOWN,1.29,20,120.6,64.5,FALSE,5596,5612,1270.7,699.7,1229.6,740.9,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,23,LEFT,4.44,32,275.5,138.78,FALSE,5892,5920,1234,740.2,1027.4,806.2,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,24,LEFT,2.42,24,184,101.04,FALSE,6156,6176,1001.4,846.4,880.7,852.1,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-1_1_m11,23,LEFT,14.49,72,304.9,201.21,FALSE,7788,7856,1338.3,116.6,659.7,18.9,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-1_1_m11,24,LEFT,10.61,60,264.8,176.77,FALSE,8012,8068,671.3,21,159.8,-1.4,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-3_1_f11,27,RIGHT,9.23,52,396,177.58,FALSE,7132,7180,826.8,623.5,1170.8,393,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,28,.,0.26,8,41,32.26,FALSE,7400,7404,1174.9,387.8,1174.9,397.8,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,29,LEFT,1.88,24,139.6,78.26,FALSE,7496,7516,1171.9,393.7,1084.2,378.2,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,30,UP,4.03,32,212.8,126.04,FALSE,7816,7844,1076.2,378.4,1032.6,228.4,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,31,LEFT,3,28,199.3,107.16,FALSE,8032,8056,993.4,226.2,857.2,255.2,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2018-2_2_f2,30,RIGHT,0.72,17,53.32,42.08,FALSE,11898,11914,326.3,452.1,366.5,450.3,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,31,DOWN,1.61,128,313.52,12.55,FALSE,12517,12644,346.8,453.1,343.8,518.6,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,32,RIGHT,2.27,24,141.71,94.57,FALSE,12943,12966,364.9,417.3,491.2,416.5,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,33,RIGHT,1.93,24,132.65,80.59,FALSE,13111,13134,491,397.4,596.9,390.9,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,34,RIGHT,1.29,25,108.83,51.45,FALSE,13604,13628,588.8,394.6,656.9,382.3,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,35,DOWN,0.83,15,51.92,55.26,FALSE,14309,14323,638.1,408.3,633.5,441.2,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,36,.,0.39,26,57.27,14.88,FALSE,14958,14983,620.4,441.2,615.9,426.1,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-3_1_f1,47,DOWN,2.03,24,139.35,84.46,FALSE,11717,11740,1269.2,580,1308.8,658.4,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-3_1_f1,48,LEFT,0.73,16,55.59,45.52,FALSE,12017,12032,1305.5,644.2,1275.9,665,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2019-2_2_f22,53,DOWN,3.7,28,266.8,132.27,FALSE,14228,14252,203.4,761.7,316.8,890.4,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-3_1_f1,10,UP,1.81,21,120.79,86.04,FALSE,2180,2200,167.5,65.3,162.5,-6.8,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-3_1_f1,11,LEFT,1.37,21,91.82,65.18,FALSE,2362,2382,158.7,-1.8,89.8,24.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-2_2_f2,1,UP,11.2,63,422.69,177.71,FALSE,161,223,308.7,663.3,615.4,265.5,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,2,DOWN,8.58,68,465.62,126.16,FALSE,394,461,622.4,244.7,793.1,563.4,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,3,RIGHT,6.4,48,338.81,133.29,FALSE,587,634,786.7,569.9,1138.1,577.6,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-5_1_m2,4,RIGHT,22.16,64,515.38,346.19,FALSE,1153,1216,375.3,113.2,1589.6,260.9,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-2_2_f2,5,UP,1.66,24,116.4,69.3,FALSE,1132,1155,1343.8,1075.5,1401.3,1012.6,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,6,UP,16.94,162,521.39,104.58,TRUE,1342,1503,1384.4,1050.1,1511.7,324.5,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-5_1_m2,7,RIGHT,8.47,44,294.78,192.54,FALSE,2031,2074,1159.4,190.1,1598.7,84.5,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,8,RIGHT,1.23,16,82.82,76.91,FALSE,2323,2338,1578.6,101.7,1637.9,77.2,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_1_m2,9,LEFT,3.75,31,202.6,120.97,FALSE,2761,2791,1627.9,79.4,1435.9,135.1,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-2_2_f2,10,UP,3.4,38,289.52,89.37,FALSE,2465,2502,296.6,243,346.1,113.2,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,11,UP,8.03,2953,574.56,2.72,TRUE,2680,5632,638.9,491.6,595.7,174.6,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-2_2_f2,12,LEFT,1.4,38,127.19,36.89,FALSE,5795,5832,597.8,144.4,524.9,160.3,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2018-5_1_m2,53,LEFT,2.22,23,135.52,96.6,FALSE,20353,20375,1194,1018,1083.1,1071.9,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-2_2_f2,14,LEFT,1.17,38,108.3,30.71,FALSE,6537,6574,603.7,305.6,553.6,277.3,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2019-3_1_f11,18,DOWN,5.32,44,286.2,121.02,FALSE,4512,4552,1462.6,200.3,1582.9,386.8,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,19,DOWN,5.16,32,347.3,161.35,FALSE,4796,4824,1589.1,391.3,1620.6,599.7,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-3_1_f11,20,DOWN,0.93,20,87.1,46.73,FALSE,5108,5124,1601.5,631.7,1633.8,661,2019,VisualSearch_Star,Female,1,droplets.jpg
4,2019-4_2_m12,8,RIGHT,3.16,28,241.9,112.92,FALSE,2092,2116,177.6,909.7,342.1,896.8,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2018-4_1_F,1,RIGHT,2.18,26,140.89,83.91,FALSE,128,153,879.8,491.4,994.8,470.1,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,2,UP,1.25,19,79.21,65.86,FALSE,431,449,976.5,486.4,974.3,436.5,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,3,DOWN,1.82,41,149.59,44.36,FALSE,1692,1732,957.8,352.8,951.8,424.5,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,4,UP,2.69,40,198.66,67.27,FALSE,2131,2170,943.1,434,974.1,330.3,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,5,DOWN,2.08,47,143.34,44.31,FALSE,2500,2546,968.5,377.5,957.9,459.7,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,6,UP,3.31,48,266.51,69.04,FALSE,2807,2854,950.2,494.9,958.1,363.3,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,7,DOWN,5.01,50,269.73,100.25,FALSE,4668,4717,958.6,430.6,965.1,633.3,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,8,UP,1.19,24,96.95,49.55,FALSE,4818,4841,955.2,655.7,965.4,607.3,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,9,UP,3.43,33,157.1,104.04,FALSE,5126,5158,957.3,602.6,950,464,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,10,UP,3.57,31,191.51,115.27,FALSE,5256,5286,957.1,478.6,955.3,337.1,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,11,UP,0.69,16,53.24,43.09,FALSE,5808,5823,978.4,367.9,987.5,341.6,2018,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_1_F,12,.,0.37,9,33.07,41.52,FALSE,6226,6234,973,363.9,959.2,353.2,2018,SocialEngagement,Female,NA,droplets.jpg
4,2019-4_2_m12,20,DOWN,1.79,40,226.8,44.67,FALSE,4952,4988,249.4,804.5,292.3,872.9,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-4_2_m12,21,UP,1.92,24,139,80.11,FALSE,5204,5224,302.6,892.6,267.6,814.6,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-4_2_m12,22,LEFT,1.22,20,106.1,61.12,FALSE,5736,5752,261.7,811.2,198.7,816,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-4_2_m12,23,LEFT,1.31,20,108.3,65.29,FALSE,5932,5948,205.6,810.4,152.2,775.8,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-4_2_m12,24,RIGHT,3.74,28,288.5,133.65,FALSE,6132,6156,155.4,769.2,336.4,717,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-4_2_m12,25,RIGHT,1.79,24,160.3,74.65,FALSE,6384,6404,301.7,725.2,386.6,700,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-6_3_f22,36,LEFT,1.15,20,98.3,57.47,FALSE,11356,11372,893,104.8,843.7,87.7,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-6_3_f22,37,LEFT,1.11,16,103.7,69.55,FALSE,11692,11704,849.7,97.1,802.5,114.6,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-4_2_F1,32,UP,1.61,21,104.28,76.73,FALSE,10270,10290,343.4,935.2,391.8,873,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,33,RIGHT,14.25,55,446.44,259.1,FALSE,10540,10594,374.7,875.5,1186.2,1027.8,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,34,UP,6.12,45,350.79,135.89,FALSE,10814,10858,1180.3,1025.5,1189.6,755,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,35,DOWN,4.46,31,249.09,143.95,FALSE,11090,11120,1181.4,735.9,1053.9,902.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,36,UP,10.37,46,389.45,225.48,FALSE,11468,11513,1029.1,916.5,1086,480.4,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,37,RIGHT,4.64,31,244.2,149.76,FALSE,11944,11974,1087,465.2,1340.4,477.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,38,DOWN,3.17,25,197.77,126.66,FALSE,12291,12315,1357.1,463,1393.4,589.1,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,39,DOWN,0.51,13,46.94,38.89,FALSE,12452,12464,1382.9,597.3,1370.6,616.1,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,40,RIGHT,6.5,40,304.11,162.38,FALSE,12768,12807,1379.7,620.5,1714.5,507.7,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,41,UP,2.1,23,137.42,91.51,FALSE,13075,13097,1701.4,514.9,1702.2,428.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2019-4_1_f,5,.,0.48,12,50.69,39.98,FALSE,2452,2460,816.7,414.2,818.2,432.7,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-4_1_f,6,.,0.21,8,40.11,26.35,FALSE,2828,2832,826.2,429.4,824.3,421.4,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-4_1_f,7,DOWN,4.55,36,210.36,126.45,FALSE,3120,3152,835,422.9,841.3,601.5,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-4_1_f,8,UP,5.77,48,289.48,120.17,FALSE,4016,4060,842.5,647.5,861.5,420.2,2019,SocialEngagement,Female,NA,droplets.jpg
4,2018-2_2_f2,13,DOWN,4.05,29,262.61,139.82,FALSE,6235,6263,519.2,193.9,611.5,338.9,2018,VisualSearch_Count,Female,2,droplets.jpg
4,2019-4_1_f,10,UP,6.09,48,310.1,126.84,FALSE,5568,5612,832.1,643.6,820.9,403.9,2019,SocialEngagement,Female,NA,droplets.jpg
4,2019-4_1_f,11,.,0.16,8,28.14,19.62,FALSE,6200,6204,833.5,410.2,826.1,410.7,2019,SocialEngagement,Female,NA,droplets.jpg
4,2018-4_2_F1,49,RIGHT,11.32,51,369.71,221.93,FALSE,15686,15736,328.7,1024.3,993.3,973.7,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,50,UP,2.06,36,170.37,57.24,FALSE,15919,15954,977.6,981,991.1,889.6,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,51,DOWN,0.76,23,78.94,32.87,FALSE,16106,16128,992,875.8,989.9,909.1,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2019-6_3_f22,58,DOWN,7.36,64,357.9,114.96,FALSE,18196,18256,1160.7,427.7,1135.3,722,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-6_3_f22,59,DOWN,3.18,40,290.6,79.58,FALSE,18496,18532,1137.8,718.3,1156.3,851.4,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-4_2_m12,51,LEFT,0.83,16,81.1,51.79,FALSE,14560,14572,272.3,38.6,232.2,33.8,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-4_2_m12,52,RIGHT,1.9,20,171.9,94.96,FALSE,14924,14940,233.5,36.7,318.7,8,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2018-4_2_F1,58,DOWN,2.74,26,170.6,105.43,FALSE,18591,18616,1396.1,812.1,1472.1,918.4,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,59,RIGHT,2.28,23,139.2,98.99,FALSE,18893,18915,1465.9,906.5,1581.3,959.3,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,60,UP,16.66,63,578.42,264.48,FALSE,19125,19187,1615,953.7,1521.1,247.3,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,61,LEFT,19.77,72,492.82,274.62,FALSE,19319,19390,1514.6,233.2,447.2,77.4,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-4_2_F1,62,LEFT,3.54,46,214.45,76.95,FALSE,19800,19845,419.4,68.7,226.9,38.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2019-4_2_m12,57,RIGHT,2.78,28,189.9,99.11,FALSE,16132,16156,390.7,160.1,488.2,88.5,2019,VisualSearch_Star,Male,1,droplets.jpg
4,2019-2_2_f22,41,DOWN,2.62,40,271.1,65.44,FALSE,11032,11068,133.9,454.7,194.5,548.5,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,42,RIGHT,1.82,24,145.9,75.97,FALSE,11224,11244,211.7,562.3,293,596.3,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,43,DOWN,4.37,52,326.3,83.99,FALSE,11412,11460,284.4,589.1,295.7,769.9,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-6_3_m2,37,.,0.34,8,35.58,42.13,FALSE,14894,14901,316,368,300.4,360.3,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,38,UP,1.64,28,62.57,58.63,FALSE,15198,15225,294,352.9,262.9,290.9,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-1_1_f1,16,UP,12.64,48,395.79,263.25,FALSE,3664,3711,1726,694.4,1554,188.8,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2019-2_2_f22,48,DOWN,1.48,24,145.1,61.53,FALSE,12904,12924,298.3,880.1,268.8,940.3,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,49,LEFT,1.42,20,120.6,70.79,FALSE,13244,13260,276,927.6,221.7,885.1,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,50,LEFT,1.29,20,115.6,64.5,FALSE,13456,13472,207.6,885.2,158.3,846.5,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2019-2_2_f22,51,UP,1.44,20,121.4,72.11,FALSE,13668,13684,177.1,845.2,176.2,782.9,2019,VisualSearch_Count,Female,2,droplets.jpg
4,2018-3_1_f1,7,LEFT,1.58,23,108.58,68.56,FALSE,1393,1415,255.9,838,180.7,880.3,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-3_1_f1,8,UP,12.2,62,464.21,196.83,FALSE,1776,1837,187.5,880.5,201.4,358.9,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-3_1_f1,9,UP,6.86,45,283.09,152.4,FALSE,1979,2023,194.7,353.3,163.3,78.5,2018,VisualSearch_Star,Female,1,droplets.jpg
4,2018-6_3_m2,46,.,0.4,11,32.09,36.3,FALSE,19724,19734,422.8,184.5,430.1,169.7,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,47,DOWN,0.86,15,65.21,57.48,FALSE,19913,19927,429.8,168.3,441.7,201.1,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,48,DOWN,1.93,23,106.72,83.8,FALSE,20152,20174,444.4,208.5,412.8,281.1,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,49,DOWN,1.58,21,99.36,75.43,FALSE,20344,20364,424.3,285.7,385.5,342.2,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-6_3_m2,50,.,0.23,293,1441.21,0.78,TRUE,20741,21033,382.6,374.4,373.8,381,2018,VisualSearch_Count,Male,2,droplets.jpg
4,2018-5_2_m,3,DOWN,6.27,38,275.69,165.06,FALSE,1917,1954,980.2,400.8,907.9,648.8,2018,SocialEngagement,Male,NA,droplets.jpg
4,2018-5_2_m,4,UP,0.85,14,57.17,61.06,FALSE,2122,2135,912.1,647.6,928.9,614.7,2018,SocialEngagement,Male,NA,droplets.jpg
