Trial,ParticipantID,Saccade,Direction,Amplitude,Duration,PeakVelocity,MeanVelocity,Blink,StartTime,EndTime,StartX,StartY,EndX,EndY,Year,Task,ParticipantGender,SearchOrder,Item
1,2018-1_1_f1,1,DOWN,6.94,35,407.45,198.38,FALSE,421,455,876.4,395.1,868.9,676.6,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,2,LEFT,4.45,30,269.3,148.43,FALSE,745,774,850.7,705.9,638.1,806.3,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,3,RIGHT,6.52,35,330.06,186.42,FALSE,1043,1077,644.8,819.7,1014.5,835.4,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,4,RIGHT,10.34,47,408.62,220.05,FALSE,1214,1260,993.9,831.7,1550.3,686.3,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,5,DOWN,3.55,28,213.11,126.85,FALSE,1550,1577,1527.1,665.9,1434.2,801,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,6,LEFT,13.15,78,404.06,168.58,FALSE,1762,1839,1422.5,793.8,784.5,518.6,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,7,LEFT,4.18,60,268.96,69.66,FALSE,1977,2036,795.3,513.6,578.4,570.7,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,8,DOWN,2.48,26,168.09,95.53,FALSE,2215,2240,570.3,572.4,474.2,646.8,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,9,DOWN,1.53,48,151.8,31.89,FALSE,2379,2426,470.1,642.8,452.5,705.9,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,10,RIGHT,4.68,27,302.07,173.29,FALSE,2639,2665,480.7,700,679.8,833.1,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,11,RIGHT,6.57,39,335.49,168.44,FALSE,2892,2930,667.1,834.5,1038.5,812.9,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,12,RIGHT,8.39,41,337.67,204.67,FALSE,3152,3192,1012.3,815.9,1477.1,734.8,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,13,LEFT,3.68,29,205.56,126.79,FALSE,3403,3431,1464.9,728.4,1260,701.2,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,14,RIGHT,1.91,22,127.8,86.91,FALSE,3645,3666,1265.7,704.4,1353.9,658.8,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,15,RIGHT,6.41,37,319.38,173.19,FALSE,3955,3991,1341,648.6,1699,708.8,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,16,DOWN,6.29,34,310.79,185.14,FALSE,4344,4377,1661.1,685.7,1422,893.4,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,17,DOWN,2.61,25,163.31,104.28,FALSE,4667,4691,1428.2,890,1469.5,1003.6,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,18,LEFT,15.7,134,466.54,117.17,FALSE,5026,5159,1466.2,1000.6,565,867.1,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,19,UP,2.76,33,158.55,83.71,FALSE,5293,5325,574.1,868.4,659.8,767.9,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,20,RIGHT,6.96,37,359.23,188.01,FALSE,5491,5527,629.1,774.3,1020.9,794.4,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,21,LEFT,3.02,27,194.73,112.02,FALSE,5833,5859,1005.4,802.5,836.2,819.1,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,22,RIGHT,2.39,25,155.44,95.59,FALSE,6009,6033,832.1,810.8,960.8,781.2,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,23,LEFT,0.68,11,55.07,62.2,FALSE,6183,6193,960,780.5,922.3,775,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,24,UP,5.86,37,232,158.47,FALSE,6412,6448,942.8,758,742.1,566,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,25,UP,2.87,27,159.15,106.29,FALSE,6630,6656,751.8,537.1,654.5,446.4,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,26,LEFT,4.86,213,229.47,22.83,FALSE,6873,7085,656,441.1,392,404.9,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,27,RIGHT,5.62,34,264.38,165.35,FALSE,7222,7255,404,410.4,710.2,445.8,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,28,RIGHT,15.33,53,540.75,289.25,FALSE,7427,7479,679.9,432.2,1527.2,452.3,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,29,LEFT,4.29,45,239.69,95.27,FALSE,7716,7760,1505.5,437.8,1269.9,457,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,30,LEFT,10.3,161,365.52,64,FALSE,7977,8137,1280.4,459.9,824.5,224.8,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,31,RIGHT,13.99,60,542.92,233.19,FALSE,8171,8230,837.6,212.3,1602.4,192.1,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,32,RIGHT,1.71,22,113.29,77.9,FALSE,8424,8445,1610.2,194,1703.7,177.4,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,33,LEFT,24.52,392,562.27,62.56,TRUE,8692,9083,1673.3,189.1,413.3,603.9,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,34,DOWN,1.52,21,96.57,72.24,FALSE,9302,9322,416.8,617.6,448.6,676.6,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,35,RIGHT,7.66,37,377.22,207.14,FALSE,9504,9540,456.5,673.9,869.5,590.3,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,36,RIGHT,3.7,24,223.94,154.16,FALSE,9772,9795,848,586.3,1051.1,588.2,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,37,LEFT,4.15,48,232.54,86.56,FALSE,9938,9985,1026,590,798.8,575,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,38,RIGHT,9.05,52,416.89,173.98,FALSE,10536,10587,807.8,588.3,1307,617.4,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,39,UP,0.94,19,61.26,49.59,FALSE,10863,10881,1296.4,626.2,1300.5,587.5,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,40,LEFT,1.33,19,94.75,69.82,FALSE,11041,11059,1287.7,582.5,1215.9,571.6,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2018-1_1_f1,41,RIGHT,7.89,59,361.84,133.71,FALSE,11196,11254,1229.6,577.7,1670,630,2018,VisualSearch_Star,Female,1,sheep.jpg
1,2019-6_3_f22,23,LEFT,1.6,32,119.1,49.94,FALSE,6668,6696,1360,624.1,1285.5,601.6,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,24,LEFT,7.42,56,456.1,132.49,FALSE,6768,6820,1295.7,600.3,941.8,670.3,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,25,UP,1.03,16,98.7,64.52,FALSE,7064,7076,958.5,673.5,993.7,643.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,26,.,0.26,8,57.8,32.02,FALSE,7320,7324,994.6,653.6,989.3,663,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,27,UP,0.56,16,58.5,35.2,FALSE,7668,7680,993.9,669.9,1005.4,649.2,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,28,LEFT,1.73,24,144.8,72.27,FALSE,7924,7944,1005.8,649.7,925.9,628,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,29,LEFT,1.93,24,175.6,80.24,FALSE,8164,8184,930.5,633.4,837.4,632.1,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,30,LEFT,7.08,40,372.9,176.93,FALSE,8464,8500,848.4,635.5,509.6,691.3,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,31,RIGHT,7.16,40,331.9,179,FALSE,8760,8796,499.9,700.5,836.6,621.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,32,RIGHT,2.09,24,169.2,87.18,FALSE,9028,9048,844.6,622.6,931.3,579.9,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,33,RIGHT,5.65,48,305.8,117.71,FALSE,9256,9300,950.9,579.9,1225.1,573.5,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,34,LEFT,0.87,24,101.9,36.21,FALSE,9504,9524,1242.3,577.5,1199.8,579.6,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,35,LEFT,0.89,16,90.8,55.44,FALSE,9808,9820,1196,583,1154.3,573.6,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,36,LEFT,2.33,24,179.4,97.13,FALSE,10148,10168,1158.2,572.2,1046.6,586.5,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,37,LEFT,1.72,32,178.1,53.66,FALSE,10452,10480,1047.8,588.9,966.5,575.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,38,LEFT,1.54,36,189.9,42.91,FALSE,10760,10792,957.4,572.4,883.2,570.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,39,RIGHT,0.89,20,96.8,44.57,FALSE,11456,11472,892.2,565.7,926.5,586.9,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,40,LEFT,1.2,20,101.8,59.79,FALSE,11724,11740,921.3,585.7,875,614.1,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,41,LEFT,1.3,20,106.3,64.93,FALSE,12172,12188,878.4,615.6,820,634.5,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,42,LEFT,2.14,24,185.2,88.98,FALSE,12528,12548,834.2,639,746.3,594.2,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,43,LEFT,0.57,12,71.5,47.76,FALSE,12844,12852,752.5,590,725.9,584,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,44,LEFT,0.81,20,84.4,40.32,FALSE,13164,13180,720.8,582.8,684.5,571.5,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,45,LEFT,0.57,12,70.9,47.43,FALSE,13648,13656,676.2,573.5,656.5,589.3,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,46,LEFT,0.71,20,93.9,35.26,FALSE,14316,14332,659.6,577.9,626.1,573,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,47,.,0.45,12,56.6,37.68,FALSE,14968,14976,611.6,572.5,597.9,558.5,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,48,RIGHT,14.88,72,498.9,206.69,FALSE,15568,15636,599.7,569.8,1283.9,795,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,49,.,0.38,12,50.4,31.63,FALSE,15984,15992,1275.5,796,1261.9,784.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,50,RIGHT,1.7,20,144.6,85.01,FALSE,16188,16204,1264.8,784.7,1349.8,796.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,51,RIGHT,3.8,32,226.4,118.71,FALSE,16584,16612,1337.5,796.3,1533.1,809.1,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,52,UP,2.21,24,167.2,92.1,FALSE,16852,16872,1539.9,817.1,1583.7,729.3,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,53,UP,0.92,16,88.1,57.38,FALSE,17164,17176,1596.6,706.4,1577.1,671.1,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,54,UP,1.55,20,130.1,77.61,FALSE,17400,17416,1579.5,676,1621,620.4,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,55,UP,0.91,16,85.8,56.82,FALSE,17728,17740,1617.7,617.2,1596.3,583.7,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,56,.,0.49,12,60.9,40.57,FALSE,18056,18064,1613.4,577.2,1621.4,558.2,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,57,LEFT,1.21,32,144.4,37.81,FALSE,18692,18720,1619.6,560.4,1566.7,586.8,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,58,LEFT,2.06,24,158.1,85.95,FALSE,19180,19200,1554.6,593.9,1449.9,601.3,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,59,DOWN,1.53,20,136.2,76.28,FALSE,19556,19572,1462.1,612.2,1418.8,664.2,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,60,RIGHT,0.72,16,66.2,45.21,FALSE,19820,19832,1430.8,660,1462.4,644.8,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,61,LEFT,2.27,24,191.3,94.7,FALSE,20112,20132,1462.8,645.1,1364.9,596.9,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,62,.,0.17,8,38.5,21.68,FALSE,20440,20444,1376.7,596.8,1385.2,595.4,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-6_3_f22,63,.,0.16,8,35,20.07,FALSE,20780,20784,1387.5,591.1,1380.9,587.4,2019,VisualSearch_Count,Female,2,sheep.jpg
1,2019-4_1_f,1,RIGHT,4.96,36,237.48,137.73,FALSE,384,416,619.7,388.3,807.1,274.7,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,2,DOWN,12.55,56,323.54,224.04,FALSE,988,1040,811.7,286.8,1175.7,682.3,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,3,LEFT,9.32,56,391.66,166.39,FALSE,1144,1196,1161.5,675.7,832.8,422.7,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,4,DOWN,5.6,40,261.81,139.94,FALSE,1436,1472,818.6,422.8,830.5,643.4,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,5,UP,2.21,24,130.16,92.24,FALSE,1660,1680,827.5,635.2,825.3,547,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,6,DOWN,1.99,24,118.6,82.75,FALSE,1832,1852,821.4,541.7,831.5,620.2,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,7,UP,4.64,44,284.6,105.53,FALSE,2000,2040,830.2,628.5,828,445.1,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,8,DOWN,5.42,48,282.06,112.92,FALSE,2380,2424,823.8,433.7,841,647.6,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,9,UP,0.84,16,62.81,52.79,FALSE,2560,2572,832,656.7,834,622.7,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,10,UP,0.51,16,41.41,32.04,FALSE,2796,2808,830.7,615.5,827.2,595.2,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,11,UP,3.8,32,202.86,118.7,FALSE,3068,3096,827.7,590.3,847.4,442.1,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,12,DOWN,5.67,40,244.55,141.67,FALSE,3420,3456,852.2,448.2,859.3,673.1,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,13,UP,0.53,12,49.5,44.56,FALSE,3740,3748,858.2,668,850.2,647.4,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,14,.,0.47,12,47.76,38.83,FALSE,4120,4128,842.2,643,839.6,661.7,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,15,UP,0.76,164,863.85,4.66,TRUE,4272,4432,825.3,649.3,842.1,621.9,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,16,UP,5.48,40,262.63,137.12,FALSE,4500,4536,839.4,642.6,846.5,426.3,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,17,DOWN,5.71,40,246.87,142.87,FALSE,4860,4896,824.9,439.6,848,665.1,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,18,UP,5.84,40,245.78,145.89,FALSE,5124,5160,849.4,655.4,813.6,426.5,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,19,DOWN,6.42,40,266.24,160.59,FALSE,6288,6324,835,430.6,830.7,685.6,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_1_f,20,.,0.19,8,35.25,24.13,FALSE,6492,6496,839.9,669.3,840.7,661.5,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_1_f11,9,DOWN,1.26,20,114.8,63.24,FALSE,2608,2624,1521.8,640.5,1560.2,683.1,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,10,LEFT,12.27,56,359.9,219.06,FALSE,2828,2880,1556.5,684.7,940.9,671.2,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,11,LEFT,8.5,48,341.3,177.12,FALSE,3188,3232,918.3,684.8,510.1,762.9,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,12,.,0.28,20,58.3,13.78,FALSE,3612,3628,484.1,766.7,470.5,764.9,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,13,LEFT,6.69,44,279.1,152.04,FALSE,4196,4236,464.3,764.5,148.3,662.4,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,14,RIGHT,3.2,28,222.2,114.18,FALSE,4516,4540,143.4,661,268.7,577.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,15,RIGHT,3.07,28,264.9,109.5,FALSE,4808,4832,275.6,570.3,393.4,493,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,16,DOWN,1.22,20,98,61.12,FALSE,5216,5232,393.1,497.9,384.1,546,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,17,UP,4.23,36,204.7,117.48,FALSE,5652,5684,388,544.3,339.4,381.9,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,18,LEFT,4.54,40,199.8,113.5,FALSE,5868,5904,326.7,360.6,129.9,274.9,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,19,RIGHT,11.43,60,349.3,190.43,FALSE,6204,6260,126.3,279.4,662.9,166.4,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,20,LEFT,1.46,24,114.7,60.85,FALSE,6604,6624,661.2,182.4,593.6,192.6,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,21,RIGHT,16.97,72,354.9,235.65,FALSE,7592,7660,603.7,190.6,1409.5,101.6,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,22,RIGHT,1.5,20,122.1,74.85,FALSE,7996,8012,1408.8,102.5,1480,116.8,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,23,LEFT,10.41,56,352.1,185.89,FALSE,8592,8644,1483,122.2,1119.6,402.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,24,LEFT,7.63,44,296.6,173.3,FALSE,8896,8936,1106,406.7,747.7,455.8,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,25,LEFT,2.65,40,231.6,66.26,FALSE,9196,9232,744.7,464.2,621.2,486.8,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,26,DOWN,7.95,56,400.5,141.99,FALSE,9504,9556,604.8,489.3,815,758.4,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,27,LEFT,0.65,16,56,40.46,FALSE,9788,9800,806,772.8,778.4,759.4,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,28,LEFT,6.09,40,235.9,152.18,FALSE,10160,10196,788.1,754.7,487.1,751.8,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,29,DOWN,4.76,44,292.4,108.26,FALSE,10524,10564,477.1,756.7,367.8,939.7,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,30,RIGHT,15.98,64,377.2,249.64,FALSE,10900,10960,361.4,938.5,1184.7,1011.3,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2018-2_1_f,1,UP,6.54,50,443.15,130.71,FALSE,516,565,790.3,736.5,922.3,485.9,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,2,RIGHT,0.73,14,54.67,52.26,FALSE,737,750,924.7,470.7,959.9,457.2,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,3,.,0.49,11,39.22,44.09,FALSE,1203,1213,953.6,460.3,959.7,441.5,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,4,DOWN,3.69,27,226.21,136.63,FALSE,2203,2229,953.8,458.2,887,598.8,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,5,DOWN,1.2,18,87.13,66.75,FALSE,2357,2374,885.7,600.9,888.4,650.3,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,6,UP,4.83,54,272.62,89.43,FALSE,3319,3372,808.2,654.7,929.6,479.8,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,7,.,0.45,159,696.39,2.82,TRUE,4438,4596,938.9,458.7,938.1,476.6,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,8,RIGHT,0.68,20,60.4,33.93,FALSE,4702,4721,930.1,431.7,957.1,450,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-2_1_f,9,.,0.46,16,44.58,28.97,FALSE,6406,6421,974.1,448.9,954.6,437.3,2018,SocialEngagement,Female,NA,sheep.jpg
1,2018-6_1_m,1,LEFT,2.41,41,254.89,58.78,FALSE,558,598,1135.8,423.8,1013.7,458.1,2018,SocialEngagement,Male,NA,sheep.jpg
1,2018-6_1_m,2,.,0.11,17,42.65,6.43,FALSE,1995,2011,1014.6,434.8,1009.1,433.2,2018,SocialEngagement,Male,NA,sheep.jpg
1,2018-6_1_m,3,.,0.34,18,51.87,18.81,FALSE,4801,4818,1030.5,439.7,1022.7,451.9,2018,SocialEngagement,Male,NA,sheep.jpg
1,2019-3_1_f11,43,RIGHT,8.3,44,371.6,188.6,FALSE,14820,14860,304.3,105.6,698.3,139.1,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,44,RIGHT,2.9,28,184.7,103.42,FALSE,15192,15216,703.7,153.8,803.8,80.3,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,45,RIGHT,15.3,64,359.6,239.02,FALSE,15572,15632,812,70.5,1546.6,138.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,46,DOWN,8.03,48,302.2,167.32,FALSE,16008,16052,1526.4,153.7,1447.9,463.2,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,47,LEFT,3.81,44,144.9,86.5,FALSE,16376,16416,1447.6,472.4,1269.2,520.2,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,48,RIGHT,3.53,32,237.6,110.29,FALSE,16696,16724,1243.8,528.5,1401.9,588.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,49,DOWN,1.45,24,116.7,60.35,FALSE,17064,17084,1405.2,597.2,1444.7,647.1,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,50,.,0.35,16,48.6,22.14,FALSE,17344,17356,1452.2,647.9,1463.2,659.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,51,RIGHT,2.41,28,159.8,86,FALSE,17508,17532,1455.1,661.2,1574.9,686.8,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,52,DOWN,0.72,16,78,45.15,FALSE,17852,17864,1582.3,688.7,1605,713.1,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,53,LEFT,9.34,44,376.2,212.29,FALSE,18004,18044,1593.2,716.4,1120.8,684,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,54,UP,1.58,24,137.3,65.94,FALSE,18300,18320,1106.1,688.4,1148,634.2,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,55,LEFT,3.2,28,209.3,114.33,FALSE,18732,18756,1154.3,640.1,1003.4,607.7,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,56,LEFT,3.55,32,225,110.93,FALSE,19068,19096,987.1,609.2,817.4,629.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,57,LEFT,2.34,24,173.8,97.49,FALSE,19404,19424,812.6,638.1,717.9,690.5,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,58,LEFT,1.67,24,132.9,69.38,FALSE,19664,19684,725.7,702.7,644.6,697.4,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,59,.,0.44,12,55.2,36.77,FALSE,19916,19924,662,696.3,672.8,680.7,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,60,LEFT,5.25,40,253.3,131.15,FALSE,20068,20104,666.9,683.4,432.6,595.9,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,61,LEFT,1.34,20,117.3,66.77,FALSE,20380,20396,420.6,588.9,354.9,584.7,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,62,LEFT,1.22,20,107.1,60.78,FALSE,20668,20684,359.2,591.7,307,616.7,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2019-3_1_f11,63,LEFT,3.79,36,165.7,105.15,FALSE,20916,20948,318.3,621.9,126.2,623.9,2019,VisualSearch_Star,Female,1,sheep.jpg
1,2018-2_2_f2,45,LEFT,0.57,10,48.01,56.9,FALSE,18971,18980,810.2,745.7,780.1,737.8,2018,VisualSearch_Count,Female,2,sheep.jpg
1,2018-2_2_f2,46,RIGHT,0.59,30,92.47,19.62,FALSE,19740,19769,779.1,728.9,810.2,737,2018,VisualSearch_Count,Female,2,sheep.jpg
1,2018-5_1_m2,1,DOWN,5.4,33,295.7,163.71,FALSE,347,379,847.1,519.9,807,741,2018,VisualSearch_Count,Male,2,sheep.jpg
1,2018-5_1_m2,2,DOWN,3.57,37,238.47,96.55,FALSE,491,527,815.5,731.3,936,854,2018,VisualSearch_Count,Male,2,sheep.jpg
1,2018-5_1_m2,3,LEFT,7.19,52,298.6,138.22,FALSE,835,886,928.2,840.5,517.5,846.4,2018,VisualSearch_Count,Male,2,sheep.jpg
1,2019-1_1_m11,1,RIGHT,1.14,20,102.1,57.23,FALSE,212,228,705.2,382.1,744.9,412.1,2019,VisualSearch_Star,Male,1,sheep.jpg
