Trial,ParticipantID,Fixation,Duration,PupilSize,PositionX,PositionY,StartTime,EndTime,Year,Task,ParticipantGender,SearchOrder,Item
1,2019-3_2_f,1,24,3591,715.7,268.6,0,20,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,2,1048,3614,699.8,365.1,52,1096,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,3,412,3708,829.3,429,1132,1540,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,4,436,4042,831.3,406.3,1556,1988,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,5,448,4292,839.8,371.9,2012,2456,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,6,180,4483,826.8,585.4,2512,2688,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,7,620,4552,815.2,608.5,2704,3320,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,8,208,4399,819.9,420.4,3360,3564,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,9,260,4419,812,382.7,3584,3840,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,10,912,4577,822.5,381.1,3852,4760,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,11,608,4905,806,622.3,4816,5420,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,12,804,4954,818.4,648.8,5440,6240,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,13,152,4932,815.9,632.6,6252,6400,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-3_2_f,14,528,4741,811.7,378.4,6456,6980,2019,SocialEngagement,Female,NA,sheep.jpg
1,2019-4_2_m12,40,376,2837,628.5,586.8,10364,10736,2019,VisualSearch_Star,Male,1,sheep.jpg
1,2019-4_2_m12,41,184,2863,685,596.5,10764,10944,2019,VisualSearch_Star,Male,1,sheep.jpg
